40.8644125,-73.8932922
38.8847136,-76.9274311
42.3670252,-83.1159606
37.798462,-122.4235261
41.6995415,-87.6908064
41.7365804,-87.5724233
40.7288668,-73.8065349
37.7811883,-122.4952588
38.9214372,-77.0743365
38.8707859,-76.9505337
38.9231175,-76.9684488
37.7810709,-122.4090515
40.7386784,-73.9311121
37.8294768,-122.3752129
40.696834,-73.7425247
40.7072354,-73.8318532
37.7962436,-122.4087288
38.861907,-76.9906828
42.4186492,-83.0508186
41.9966299,-87.7280554
40.621551,-73.9149942
40.7448955,-73.9169334
41.8723405,-87.7264867
41.8437024,-87.6571607
40.729141,-73.9003947
38.8810257,-76.990608
41.7890256,-87.7886588
37.7708508,-122.4366263
40.6480151,-74.011269
40.6544093,-73.7286249
38.922938,-77.0283102
37.737469,-122.4782605
38.9469048,-77.0719392
38.8606904,-76.9899215
41.9503045,-87.7573587
41.7859109,-87.6701037
42.376161,-83.0814022
37.7975907,-122.4134231
37.7657,-122.4655328
38.8880141,-76.9939445
38.8442553,-76.9740809
37.731591,-122.4110434
38.9226579,-77.0449125
37.7650124,-122.4436998
41.9944146,-87.7174177
38.8874223,-76.9780678
38.8962977,-76.9862507
40.762846,-73.8864941
42.3368028,-83.1073295
38.9472812,-76.9826953
38.9155862,-77.0754267
40.8489949,-73.9337369
41.9441256,-87.833558
42.3567978,-83.244094
41.7976871,-87.632718
40.5962171,-73.9311189
38.8965851,-76.9471435
42.3533737,-83.1549121
40.747509,-73.8734548
38.9194334,-77.0003178
42.4258634,-83.2729551
40.7025748,-73.9166656
37.7636103,-122.4817052
37.7545615,-122.4103902
37.790238,-122.4422786
42.3401389,-83.0147801
37.7872568,-122.4413691
38.9260074,-77.0255453
42.3821468,-83.1571337
38.9574981,-76.9966803
41.9396848,-87.8211318
42.3832459,-83.1407706
41.6986628,-87.6144138
42.4065151,-83.016323
41.7804631,-87.6651198
40.7659832,-73.9710294
37.7233343,-122.4391389
40.8277374,-73.8900719
37.728885,-122.3880562
42.3695172,-83.2249003
37.7616924,-122.4452263
40.6204627,-74.1340379
37.7298251,-122.3863808
41.8446132,-87.716892
37.8005733,-122.4248488
40.5401214,-74.1476199
42.3139981,-83.1302938
41.7836574,-87.7726002
42.417542,-83.0199262
38.8953033,-76.9890905
37.7985789,-122.4333568
40.758292,-73.9610537
40.7284941,-73.9858403
37.785781,-122.4751342
41.8263648,-87.6123181
41.6864666,-87.6465906
37.7565925,-122.4230015
41.9025539,-87.7523277
38.9026326,-76.9430957
41.7696411,-87.593272
37.7786083,-122.4221936
37.7414581,-122.4849246
38.9495342,-77.0252012
42.3769335,-82.9612272
42.0118274,-87.6708692
41.9842961,-87.6986079
40.7477713,-73.9010526
42.3635786,-82.9359037
38.8858991,-76.9435841
41.8935715,-87.7640464
42.3690596,-82.9558519
40.6883011,-73.8146702
40.8188482,-73.9458108
40.695581,-73.8399726
40.7509127,-73.9848526
40.6209977,-74.0308424
38.9560152,-77.032536
40.6208405,-74.1425131
41.7739853,-87.7223103
37.8006937,-122.435858
37.7654598,-122.4021364
41.9602896,-87.6681267
42.4016176,-83.1513364
37.734355,-122.4903735
42.4340592,-83.0595195
42.4236567,-82.9555733
